title,reviewer,travel_root,text,flight_type,rating,travel_date,reviewed_Date,Legroom_rating,Seat comfort_rating,In-flight Entertainment,Customer service,Value for money,Cleanliness,Check-in and boarding,Food and Beverage
Air india direct flight from london to amritsar,H.B,London - Amritsar,"As family we were happy to spend extra cost on direct flight to amritsar, but were very diappointed with the poor in flight service of air india. Morning flight 9:30am did not provide any breakfast and served snack of peanuts 2hours into flight. Main meal was served later and before arriving cold cheese roll. Arriving at ATQ took 2 hours reclaiming baggage when there was only 1 flight arriving, wonder how they will deal with multiple flights arriving!!! On our return from Amritsar to Stanstead 3:00am flight, cold cheese roll was served and no other refreshments or snacks until we had 1 hour to land breakfast was served. As family we will never be flying with Air India and reccomend to take your own food, snacks.",International,1.0,February 2020,29 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Average flight & service,KodoDrummer,New Delhi - Kathmandu,"Window seat was okay, but average comfort level. Best part of the flight were the views of the Himalayan Mountains.",Asia,3.0,February 2020,28 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Excellent service on this sector,sudrpeds,Mumbai - Newark,"I am a frequent business class traveler and have traveled on several airlines both to Mumbai and Europe.
My recent flight from Mumbai to Newark was one of the best on Air India- the seats were comfortable, the flight attendants were responsive and pleasant. Special recognition is given to flight attendant Govindan, who was assigned to first class but offered to help me figure out how to work the T.V.
I had a comfortable and enjoyable return flight and will recommend Air India business flights to my friends.",International,5.0,February 2020,28 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"New Dreamliner , service ok comfortable seat",Gidons51,New Delhi - Tel Aviv,Flight departures on time . New Dreamliner with all facilities but part of the media system didn’t function. Seat room was good . Service ok but not friendly. Food ok but not the best .,International,4.0,February 2020,27 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst,chetan b,Newark - New Delhi,Worst airline ever never bought air India ticket flight was late 8 hours and they never informed just say wait 30 minutes,International,1.0,February 2020,27 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bery bad experience,Wanderlust,Male - New Delhi,"Supposed to depart from Male to Delhi 4:20PM but they kept on delaying without proper information! No compensation was given and finally plane departed around midnight which means 7 hours delayed!!

Had another local itinerary from Dharmasala to Delhi and supposed to be departed at 11:20AM it was deayed again and got SMS notification that flight will be departing at 11:50AM. Came to airport and the airport representative said that flight might cancel due to technical issue, same excuses which they gave with our flight from Male!!

They dont even bother about customer experience!",Asia,1.0,February 2020,26 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Never booking them again if alternate option available,Nikesh Vasa,New Delhi - Rajkot,"I had booked a evening flight for 10th Jan, however they cancelled the flight and re-accommodated me on other afternoon flight, what a inconvenience for a business traveller as had to reschedule meetings and had to miss 2 meetings as well. Also, never pay for first row or extra leg room seats, they don't provide the same at the time of check in although you have proof of payment and are made to sit on normal seats. And refund for the priority seat is impossible as after hunting for 1.5 months for refund I have stopped now as tired of following up.",Domestic,2.0,January 2020,26 February 2020,2.0,2.0,N/A,1.0,2.0,3.0,3.0,2.0
Never fly on time,Nikesh Vasa,Rajkot - New Delhi,"If you want to face problems then book Air India, I had booked myself for 07th Jan travel, but that flight was cancelled and I had to prepone my trip to 06th Jan so that I can attend my scheduled meetings. I had paid for first row seat, however at the time of check in they said payment is not reflecting and after arguments I was assigned the seat which was prepaid.",Domestic,2.0,January 2020,26 February 2020,4.0,3.0,N/A,2.0,3.0,3.0,3.0,2.0
Positive experience,Innerworldofmyown,London - New Delhi,"We chose AI for the first time and travelled on AI162 on the 23rd Feb. 

Air India staff at Heathrow spotted an error on my wife’s ETA. They advised us what to do and the matter was resolved in an hour. They were great, all of them, led by Carmella. 

Flight was smooth and on time. Food adequate. Entertainment adequate. We are looking forward to three more flights with AI in the next few weeks.",International,5.0,February 2020,26 February 2020,4.0,4.0,5.0,5.0,5.0,N/A,N/A,N/A
Old plane.  Seats basically broken.  Not updated at all.,Andre W,San Francisco - Chennai (Madras),"Service not that good and the seats in business class were horrible. The overhead light would click on simply by leaning on the armrest on the opposite side of the seat from the armrest that contained the switch for the overhead light.  Additionally, adjusting the seat to different positions did not work well at all.  This was not on just one plane, but the four different planes I flew on for different segments of this trip.",International,3.0,January 2020,26 February 2020,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0
Poor,Liliya I,Mumbai - Udaipur,The flight was supposed to leave at 14.00h but left around 16.30h. The worst part was that the airline staff didn't provide proper information to the passengers and it created lot of anxiety to the passengers. They called me only 5 minutes BEFORE DEPARTURE to inform me that the gate was changed so I ran like crazy to find the other one! The hygiene is on a very low level. Everything was bad! I wouldn't recommend these airlines.,Domestic,1.0,November 2019,26 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dishonest,Martin C,London - Goa,"I buy a more expensive ticket from Heathrow to Goa via Mumbai because it is quicker.  Then Air India puts the Mumbai flight back by two hours so I miss the connection to Goa, and have to wait at BOM for 10 hours.  Where I live, that is called sharp practice/cheating.",International,1.0,February 2020,26 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Appalling,Ghanshyam1949,New Delhi - London,"This was repeat of my inward journey in January. Air India management do not care for customer service nor about reputation of airline and India being national airline. I travelled after 20 years with Air India , not again",International,1.0,February 2020,26 February 2020,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
Appalling Service,Ghanshyam1949,London - Ahmedabad,"Travelled by Air India after 20 years. My memories of 20 years ago was repeated. carrier was out dated , so called dreamliner as advertised. Seats were not comfortable, No entertainment , AV system not working. flight was delayed , food was horrible , staff were working for sake of working",International,2.0,January 2020,26 February 2020,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
Havi,Havi D,New Delhi - London,"Absolutely rubbish and unorganised service ,always delayed,never seen so bad organised air line in my life ,I will say never ever fly with air India,",International,1.0,December 2019,25 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shame on You!,Julia,Rajkot - New Delhi,"Rajkot airport for Domestic flights experience with Krishna was terrible!  She is rude and treated me like an animal.  She made me to forger my handbag at the airport - she was very rude with international travelers. I had my reading glasses, books, travel pillow,medicine and clothes in it and I had to fly from Delhi to New York. I don't like her attitude towards NRI.",Domestic,1.0,December 2019,25 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Positive response,Ram Rana,New Delhi - Dubai,"I was travelling from Delhi to Dubai today on 25 feb this is the best experience so far with air India  the crew staff was so helpful . I was suffering from headache and asked for the medicine the crew member Sonali Yadav didn’t took more then 30 seconds to bring medicine and  10 min later she came to me n asked sir how’s u feeling now her positive attitude and perfect service will be in my good memories
Thank you so much team air India",International,5.0,February 2020,25 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Appallingly service by airport staff,glennm22957,New Delhi - Amritsar,My wife and I were supposed to fly to Amritsar today Feb 25 2020. My wife had had to see a doctor earlier in our holiday due to the usual deli belly but felt she would be able to make the flight. Whilst we were waiting in T3 Delhi Airport to drop our bags the heat was such that my wife feinted in the queue. After a lot of shouting someone from Air India did bring a chair for her to sit down (the only positive). I asked if they could help me contact our emergency travel agent line at which point the guy from Air India walked off never to be seen again. I managed to contact my agent who booked us into an airport hotel so she could recover. My wife was still suffering badly and was partly slumped over our suitcases. It took over another hour to get so one in the airport to get me a wheelchair and assist me to get out if the terminal to the hotel. At no point did anyone from Delhi Airport or Air India look for a first aid person to help. All Air India did was keep pushing me off to other people. It was only after a long and heated talk to the information desk did someone get me some help. I am disgusted by this whole episode and will never be taking another trip to India after this. We had loved the place up until then but the lack of assistance to someone clearly suffering was unacceptable in this day & age,Domestic,1.0,N/A,25 February 2020,N/A,N/A,N/A,1.0,N/A,N/A,N/A,N/A
Air bus,Younus_sys,Chennai (Madras) - Kuwait City,staff was well trained and friendly but take long time check. Services almost good but they always declined  taking off. The inside air hostess take mostly care about customer and some are very irresponsible  in their works towards customer,International,4.0,N/A,25 February 2020,4.0,4.0,3.0,3.0,4.0,N/A,N/A,N/A
Air india - Terrible Service.,Yogesh M,London - Mumbai,"I heard negative stories about air india 20 yrs ago but over time i thought they would improve. I recently flew with them ( Feb 2020 ) and sad to say their service has not improved. Flight was delayed for several hours going to india and coming back, plane was being cleaned whilst we were boarding. Shocking service, headphones were dirty and not working. None of the entertainment screens were working correctly, my seat was broken and kept moving around. I went with a party of 6 people, we paid over £770, i wasted my money, felt like we were travelling back in time.

Cabin screw were rude and uninterested about the complaints. 

Next time i'll stick with BA or Virgin and pay the extra money.  At least i know i'll be there on time and my concerns will be dealt with professionally.",International,3.0,February 2020,24 February 2020,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
"dirty toilets, very spicy meal, lousy service",Eitan B,New Delhi - Tel Aviv,"1. stuff not care to clean toilets, stewards sit and rest, lousy service.
2. screen on all plane not active, except movies.
3. main meal so spicy, 3 small pieces of chicken, its a shame !
4. cheap price and cheap services ........",International,1.0,February 2020,24 February 2020,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0
Find an alternative if possible.,Norman H,Mumbai - London,"Broken seat; no alternative as flight was full. Upholstery grubby. Entertainment system not working; ten hour flight. I would have read as an alternative, but overhead light not working.
On an earlier connected Air India flight, where the entertainment system was not broken, it was slow and not easy to navigate. 
The food offered was unexciting; a breakfast sandwich comprised two thick slices of white bread with no discernible filling!
At least the relevant cabin crew member was charming; seemingly embarrassed about the state of the aircraft and her inability to make things better. She did provide copious cushions to help with the broken seat with springs sticking through. Not helped that the flight was delayed - not unusual with Air India I am told. I have flown to India three times in the last twelve months and also taken internal flights- all with other Airlines. This was the first time with Air India, an airline I will avoid in future if possible.",International,2.0,February 2020,24 February 2020,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0
Good n bad both,Subodh G,Kathmandu - Tel Aviv,"Flew from ktm to tel aviv on 23rd February...ktm to Delhi small Airbus narrow leg space...bad food...give 4/10
But from Delhi to tel aviv dreamliner aircraft a dream come true...Good food..clean...Good per space...in flight entertainment...slightly rough landing but happy customer....I give 8/10",International,4.0,February 2020,23 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
An airline nearing the end of the road,richardo3380,London - Goa,"Loading at Heathrow was an ok experience but it just went downhill from there. The 777 we flew on was old & dirty, the meal trays were broken on our seats & a group of 20 seats around & including ours had no in flight entertainment. The food offered was virtually inedible & was described by the Indian lady across the aisle as “Indian country  food at Best”. I could have just about lived with this if it were not for the attitude of the staff. They were miserable, unhelpful & downright rude. I’m not saying don’t fly with Air India but I would suggest you try every other airline & only fly with them if ALL other flights are unavailable. The upside is we did get to India!",International,1.0,January 2020,23 February 2020,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0
Never travel with them again,Amanda A,London - Mumbai,"The service at LHR was terrible, really rude. We were trying to board the plane together (husband and wife) but the guy checking our tickets and passports shut the desk half way through and decided this was ok. He was really rude. 
The plane outbound was filthy. The entertainment system didn't work properly, they had to keep resetting it. 
The food was ok - one and only positive! 
The connection arrangements were terrible. No organisation whatsoever. 
The flight home was better as it was on a Dreamliner because the original plane was delayed! Thank god for that! At least it was a bit cleaner. When we went to sit down, one of our seats didn't have a seat pad on it. They had to go off and find a new one. She told us that something had been spilt on it but when we got the ""new"" one, it looked more soiled than that. We put one of the blankets on there to cover it. 
There's so much more I could say, but I'm all out of energy for it. We will NEVER go with Air India again. 
(I'm not a serial complainer, if you see my other reviews. I always find something positive to say, but seriously there wasn't anything positive to say about this airline - well apart from the fact that we got to and from our destinations in one piece!!)",International,1.0,N/A,23 February 2020,3.0,1.0,1.0,1.0,1.0,N/A,N/A,N/A
Bad news,Chantman,Mumbai - Bhuj,"Arrived at Mumbai airport at 0445 to get a 0630 flight. The queues were so long to check in that we almost missed our flight. People were yelling and arguing with airline staff, and people booked on earlier flights were shuffled in groups to the front, which meant we got further behind. Rushed to security - another longer than necessary queue and wait - and then ran for the plane. We were the last people to board. Years ago I vowed never to travel with Air India again ( a cancelled flight after waiting in the plane on the runway for several hours)  but now that Jet Airways has gone broke, Air India has a monopoly on the Mumbai to Bhuj route. To add insult to injury, we were shoved onto a subsidiary airline of Air India, a propeller driven small plane with no real customer service. Second rate quality but Air India charges premium prices for this route. Over A$1000 return for 2 people ! After spending 2 days in Bhuj, we heard of at least two other couples who has missed the early morning flight - which didn't surprise us. If Air India doesn't increase their number of desk staff at early morning check in, then their customers will have to endure the stress of continued bad customer service. No wonder the government is trying without much luck to sell off this awful airline.",Domestic,1.0,February 2020,23 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Delays, Delays, Delays!",SimonStoney,London - Goa,"Delays with no customer service...Had been tracking the plane for about a week before our flight and it was 5 hours continuously delayed. We left Heathrow 6 hours late and missed our connecting flight, we then had to wait another 5 hours for another connecting flight. At Mumbai it was mass confusion as no one from Air India could be bothered to help. I wanted to speak to a representative who refused to talk to me and wouldn't look up from his computer screen. The plane was a 777 and was the dirtiest plane I have ever sat on, none of our screens worked. Grubby and old. My advice would be to fly with Qutar airlines instead....By the way Goa is an excellent holiday destination.",International,2.0,February 2020,23 February 2020,4.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0
Right On Time,VKR,Chennai (Madras) - New Delhi,Recently visited New Delhi by Air India. Flights are right on time from boarding to landing at New Delhi. Handling from check in and baggage claims. I have been travelling for the past 15 years and 70% of my flights are Air India. I can say much improved service now. Worth trying National Airline. Food served is very nice and tasty.,Domestic,5.0,February 2020,22 February 2020,5.0,5.0,4.0,5.0,5.0,N/A,N/A,N/A
EXTREMELY POOR BAGGAGE HANDLING,chow69,New Delhi - Bhopal,"Air India always makes it a point to spoil a pleasant experience. Had flown recently to Delhi and back and it turned out to be an experience which one wouldn't like to repeat. The check in, security, lounge, boarding and food (for once) on the flight was excellent and I was surprised. I was convinced that I would be writing a superb review about the airline and its change for the better, when it did what it is known to do. My priority baggage was one of the last to be unloaded from the flight and put on the belt at Bhopal resulting in a delay of over 30 minutes. Surprising when the baggage was marked Priority. Poor show Air India.",Domestic,4.0,February 2020,22 February 2020,4.0,4.0,N/A,3.0,4.0,3.0,5.0,4.0
3 hour delay caused missed flight home,Geoffs57,Goa - Mumbai,"On the 19th February we checked in to Goa Airport for our flight to Mumbai. On arrival we were told there would be a 2hour delay, no reason why but we should make our connection in Mumbai. When the delay extended to three hours we were never going to make our connection with Qatar airways back home. On arrival in Mumbai we eventually found a staff member who informed us that they could not offer any assistance as they had no arrangements with Qatar for this sort of problem. 

We were then forced to book the only flight back to the UK that day, £900 out of pocket and to Stansted London, not Manchester as planned. Then a further £200 in train fares back to Liverpool. Holiday insurance does not cover delays on inbound flights, so we are now trying to see what the holiday company has to say.....never ever ever will I have anything to do with Air India!!!!",Domestic,1.0,February 2020,22 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indian adventure,Pat1ricia,London - New Delhi,"Staff lovely, but plane old. Seat in front of us broken it kept falling back and upsetting my tray. Inflight entertainment poor. However we also had a flight from Dehli to Jaipur which was much better.",International,3.0,February 2020,22 February 2020,2.0,2.0,1.0,5.0,2.0,3.0,3.0,3.0
Horrible Airlines!,Richard F,Toronto - Mumbai,Food was terrible. TV screens/remotes did not work. Leg room terrible. Smell permeated airline. Service was ok. Not their fault tho. Delays every time. Lost my luggage too! Never on time! Worst airline I’ve ever been on. Never again! Ever! Avoid Air India. I would give 0 stars if I could!!,International,1.0,February 2020,22 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pretty Good for a Short Journey,Philip_Marsh,Udaipur - New Delhi,"This was an internal flight for us in order to return to Delhi before returning home.

The staff were pleasant and pretty efficient. We received a small snack (vegetable ‘sausage roll’ and drink) and the flight was on time.

The only thing that struck me was that the seat covers looked dirty. It may be just the yellow material on the middle seats that give the appearance but it doesn’t look good.",Domestic,3.0,February 2020,22 February 2020,4.0,3.0,2.0,4.0,3.0,N/A,N/A,N/A
terrible experience,Gaurav C,New Delhi - New York City,one of the worst experience i had while travelling on Air India....A Technical issue left us stranded at Vienna airport for hours with no assurance when the flight will start...similar experience happened with us on our way back when there was a 1 hour delay for take off  ... they didnt have the courtesy to even switch on the Aircon or even provide some refreshments...Pls avoid unless there is no chance...,International,3.0,June 2019,21 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Who cares about knowing the start time,Chandar11,London - New Delhi,"Travel to India in January 20.  When I booked the flight time was 9:30 pm. A few weeks before I received notification and a new tickets say the departure time had been brought forward to 8:30pm. As a good passenger I arrived around 5:300m to check in. Really helpful staff who who enable me to do the checkin and change my seat...  Then discovered the flight was leaving at 9:30.  Cleared security within 30 minutes can and then spent 3 hrs waiting for boarding. Eventually board at 9:40. The flight was ok, but the cabin crew never made any effort to make passenger welcome. It would really help if the smile",International,4.0,January 2020,21 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Good food and caring crew,Ashok pandey,Mumbai - Newark,Took Air india flight after many years. Unfortunately flight was delayed by 90 min. Captain was not communicating as to the reasons for delay and how long. But crew was efficient and caring. Food was good too. Business class seats are comfortable. Overall it was a good experience baring the flight delay.,International,4.0,February 2020,21 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Air India,Tarique S,New Delhi - Durgapur,This airlines extensively covers Indian cities. The flight was on time. The leg room in economy class was good. Breakfast served was average. All Air India flights departs only from International Terminal (T3).,Domestic,3.0,N/A,20 February 2020,4.0,3.0,3.0,4.0,3.0,N/A,N/A,N/A
An Ok Flying...,Paramjeet Singh,Male - New Delhi,The extected time for departure was 5:15 PM and it got delayed and finally the flight took off at 7:15 PM. There was no proper communication by Air India Staff @ Male Airport. There was no entertainment system for a flight which lasts for 5-6 Hours. The Economy Seats are not very comfortable. They serve Food twice as the flight halts at Thiruvananthapuram for 40 Minutes. The first meal which we got was eatable but the 2nd meal which we got after Thiruvananthapuram was not eatable it was some south indian curry with some undefined vegetable. I told the crew member what is the dish being served and he was also not aware..,Asia,2.0,N/A,20 February 2020,2.0,2.0,1.0,2.0,2.0,N/A,N/A,N/A
Disappointed.,HuarenToronto,Mumbai - Chennai (Madras),"In February 2020, I flew four domestic routes with AI (BOM-BBI, BBI-DEL, DEL-MAA, MAA-BOM) in business class. Overall, the punctuality, service and product were poor quality. First, all flights were delayed. Each delay was anywhere from 1 hour to 4 hours with no explanation or compensation. Worse of all, a 4 hour domestic delay  meant that I would have arrived at my destination, had my meeting, had a meal and could have settled in. Instead I sat in an airport waiting and waiting. Second, the service is terrible. Business class passengers are treated no better than any other passenger. There is no premium service at check in, no better attention to details, no above and beyond service to premium passengers. The lounges are either non-existent or very basic. No amenities are provided. Arrival at the gate is chaos and again no acknowledge or assistance provided to premium passengers. The in-flight service was so basic (no better than economy), the food was identical to economy, and the seats were worn out and not always comfortable. There was no attention provided by crew to premium passengers . Once food was served (in economy trays and dishes) and cleaned up, crew were never around. Finally, while the bags were tagged as premium bags, the bags arrived at all airports long after many economy bags arrived (so why tag the bags if there is no attention to this detail?). Finally, the product - the hard and soft product of AI is very very poor. 
It is no wonder the airline is hemorrhaging and losing passengers and support. Why would anyone fly AI when there are so many better airlines out there. Vistara for one!
My advice and lesson learned, don't fly AI.",Domestic,1.0,February 2020,20 February 2020,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Business Class? Really?,Shikhar B,Mumbai - Bhopal,"This was a business class experience that didn’t quite feel that way. First of all, the security check counter designated for Business Class was open to all passengers, which means one ended paying standing in a queue despite paying the hefty business class premium.

The flight was delayed but that information was provided very late. And I hate to say that the service staff in the flight didn’t seem too hospitable.

Big positive: The GVK lounge experience was great.",Domestic,2.0,February 2020,20 February 2020,5.0,4.0,3.0,2.0,2.0,N/A,N/A,N/A
Great food and inflight hospitality,shouches,Singapore - New Delhi,"Air India is India's national carrier and is often known for the wrong reasons. The huge debt, financial troubles and the bureaucratic culture. However, Air India is always good for the in-flight service and food.

Unlike stingy so-called low cost carriers (who are not ""low cost"" in any case), you are in for a treat.

On the flight from Singapore to Delhi, they offered complimentary beverages (including alcoholic beverages) to start with along with munchies. The portions were good and the selection was good too. It was a night flight so they included dinner which was fantastic. Rice with a paneer curry and a kheer for dessert. That was rounded off by a tea/coffee. Thus well fed, I fell asleep quickly and was well rested by the time I arrived in Delhi to brave the health checks being carried out due to the Coronavirus scare.

Incidentally the flight was well on time, the boarding process was smooth and we arrived in Delhi about half an hour before schedule.",Asia,5.0,February 2020,19 February 2020,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0
Find another Airline,Diane A,London - Goa,"The worst Airline ever, planes very dated, dirty, broken screens, shabby seat covers, staff friendly though.  4 flights as had to change in Mumbai to get to Goa, all flights delayed by hours each time.  Yo cap it all and we were not the only ones, lost suitcase, which we still are not in receipt of.",International,1.0,February 2020,19 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Travel in Air India,KV Iyer,Jaipur - Mumbai,"I had the opportunity of travelling in Air India from Jaipur to Mumbai after a long time 
on 16th Feb 20. I was quiet pleased with the punctuality of the airlines and its upkeep. The entire crew were well behaved and the icing on the cake was the quality of the hot meals served inside the aircraft. Long live Air India .",Domestic,5.0,February 2020,19 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Flying back home after holidays,Avik C,New Delhi - San Francisco,Very comfortable for a long flight. The seat is able to lean back completely to a full bed and they provide extra pillows and blankets for added comfort. It’s like your bed only you are flying...ha ha.... entertainment system and food is pretty good but nothing to rave about....air hostess are good but some were hard to understand....,International,4.0,January 2020,19 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
One of the few non-stop choices between US and India,mikeej99,Chicago - New Delhi,"Dated airplane. Things like armrests, video screens etc. are broken or non working. Floor and seats are stained. Very tired old widebody. Urine on the bathroom floors by mid-flight and puddling by the time we landed. We have had similar experiences on Air India flying in Asia but hoped a flight originating in Chicago would be better. We only selected this flight because it was the only available non-stop available that fit our schedule and connections to Nepal. The only positives were the staff was very friendly and we did not have to deal with a multi hour plane change in Istanbul, Doha or Dubai. Next year we will fly Turkish, Emirates or Qatar and deal with the hub transfer hassle. I would not recommend this flight unless it is your only option.",International,2.0,October 2019,19 February 2020,3.0,2.0,2.0,4.0,4.0,1.0,3.0,2.0
Problems with Air India,P Ravi S,Chennai (Madras) - Mumbai,"Flew Air India from Chennai/ Madras to Mumbai. Flight took off only around 11.15 pm (scheduled take off aroubd 9.35 pm). Very cramped seats in the new layout. Felt really uncomfortable. Very little legroom. Flight attendants were courteous. The dinner was so-so. Not too good,  not too bad. There was some turbulence along the way. The flight used stairs and buses to disembark rather than the aerobridge. Very long wait for the baggage to come. Air Ibdia did keep us notified about the delay however.",Domestic,3.0,N/A,18 February 2020,2.0,2.0,1.0,3.0,3.0,N/A,N/A,N/A
Late again,David D,Mumbai - Goa,"Tuesday 18th February and we were travelling from Mumbai to Dabolim Airport, Goa, on Air India flight AI 661. Our flight was due to depart at 16.25 and arriving in Goa at 17.55, scheduled flying time of 1 hour and 30 minutes.

The departure time was subsequently changed to 17.15, which was then extended to 17.30.

There was no representative from Air India at the Departure Gate to update passengers, no regard for passengers and no customer service.

We finally commenced boarding at 17.30 and the aircraft pushed back at 17.55 and was airborne at 18.10.

The Captain did apologise for the delay and said it was due to the late arrival of the incoming flight, that old excuse.

During the flight a snack was served, which consisted of a carton of juice and a finger sized coleslaw sandwich, exactly the same as on our outbound flight a week before, so we declined.

Legroom was rather good, however seats not very comfortable.

We finally landed in Goa at 18.55, which was an hour later than scheduled. Although of flight departure was delayed by 1 hour and 30, we landed a hour late because the Airline allows 90 minutes for a 50 minute flight. We were delayed at the Airport longer than the flight.

Second time in a week flown with Air India, on both occasions flights delayed. Will be avoiding this Airline in future.",Domestic,2.0,February 2020,18 February 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
never again,priyath_liyanage,London - New Delhi,some of the seats were broken and the video screens and lights did not work. food had no taste but the staff were reasonably friendly.,International,2.0,January 2020,18 February 2020,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0
The worst airline in the world,Nomad C,Mysuru (Mysore) - Goa,"Flight was delayed two hours. No announcements as to why. Plane finally arrives and boarding proceeds but then ground staff says they need to wait for pilot clearance so they literally get passengers off the tarmac and put them back in the terminal. 

We wait another hour plus with no announcements and finally it becomes clear there is a technical issue with the plane and the flight will be cancelled. Again, no formal announcement was ever made, the passengers literally had to gang up on the ground staff to find out what was happening. Ended up wasting 6 hours of my day for what should have been a 1 hour flight. 

To add insult to injury no food, hotel or taxi was provided for the missed flight. And it literally took a staff member 10-15 minutes per passenger to re-book flights as Air India uses a 20 year old computer system. 

An absolute disgrace of an airline. I had a terrible experience with them about 12 years ago and promised never to fly. I made the mistake of finally flying with them again because they have a monopoly on this route. And of course this nightmare happened. Air India is a complete disgrace to the aviation industry and an insult to the nation of India.",Domestic,1.0,February 2020,18 February 2020,N/A,N/A,N/A,1.0,1.0,N/A,1.0,N/A
Very Good,Anhad Singh,Birmingham - New Delhi,Very good.It had left on time and even arrived on time.There were no technical issues.It was very peaceful and the food was ok.Overall I thought that that it would be delayed it was on time.Very Good though.,International,4.0,July 2019,17 February 2020,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0
Not too bad,MARTIN B,London - Kolkata (Calcutta),"Travelled Air India London to Bangalore to Kolkata as a family of four.Online check in was good,got 4 seats together quickly,bag drop off at Heathrow was very quick.Flight left Heathrow 90 mins late but legroom,food and drinks and entertainment were good,connecting flight was waiting for us so also departed late,luggage arrived quickly and undamaged in Kolkata,we got a cheap deal so all in all fairly satisfied with Air India.",International,4.0,N/A,17 February 2020,4.0,4.0,4.0,4.0,4.0,N/A,N/A,N/A
Disgusting Service & Worst flight ever..!!,Travelohollic,Mumbai - Hyderabad,"This was my worst flight ever with the most disgusting experience. 
I had paid Rs. 1000 & pre-booked a seat on the first row of the Economy cabin & my e-boarding pass after online check in also showed the correct seat number. But after dropping off bag at the airport counter when they gave me a printed boarding pass my seat was changed without even informing me. I fought so much at the boarding gate but they refused to do anything & were least bothered. 
After boarding we were made to sit in the aircraft for almost 1 hour but no information what was happening & why the delay..??   
Even during flight, the cabin temperature was very cold but the captain did not change the temperature even though 3-4 requests were made. The purser then gave me blanket which was the only good experience in this flight.  
Travelling on this flight was like a punishment & I was just waiting to reach my destination at the earliest. 
The food served was average but the way inflight crew did the service was also brash as if they were forced to do so. 
It is such a shame to write all this about our own national airline which really needs to improve on all fronts. 
Never consider this airline unless you have no other choice..!!",Domestic,2.0,February 2020,17 February 2020,1.0,1.0,N/A,1.0,1.0,1.0,1.0,2.0
Never Fly Air India,Donna,Mumbai - Goa,"When checking in I was asked for a BRIBE to upgrade to Business Class.  $60 AUD to be exact even though the ticket he was offering me was a Economy Class seat.  !!! 
Totally disorganised.  Late departure OK sometimes that happens.  The plane was not very clean !!   I did not eat the food offered.  Return from Goa to Mumbai 2hrs late again - nearly missed my connecting flight.  On checking in Air India assured me my luggage would go Priority so as to connect with flight from Mumbai to Singapore.  But when I was seated on the plane going to  Singapore an official from Singapore Airline boarded the plane and told me my luggage was still in Goa.  It had not even left the Goa airport. So much for priority.  Singapore airlines delivered to my door 36 hours later.  Big thanks to them   Hope they were able to send a bill to Air India.",Domestic,1.0,January 2020,16 February 2020,2.0,1.0,N/A,2.0,1.0,1.0,1.0,1.0
